Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
61553,France,"A simple but easy-to-drink Chardonnay with soft aromas and flavors of ripe red apple and pear. Medium weight with a solid, clean finish.",Bistro,84,10.0,Languedoc-Roussillon,Vin de Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Barton & Guestier 2007 Bistro Chardonnay (Vin de Pays d'Oc),Chardonnay,Barton & Guestier
4922,France,"This wine is ripe, packed with tropical fruit and rich acidity. A hint of vanilla has rounded the wine out, giving a full body to the delicious fruitiness. Opulent and generous, it is kept in order by final, aromatic acidity. Drink from 2016.",Cuvée Claude Brosse,91,,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Terroirs et Talents 2013 Cuvée Claude Brosse  (Saint-Véran),Chardonnay,Terroirs et Talents
46790,France,"This is the lighter of two sweet wines from Ancienne Cure, but this is still pretty intense. It has great sweet marmalade and orange zest flavors, as much sweet as botrytized. Soft, round and opulent.",L'Abbaye,91,30.0,Southwest France,Monbazillac,,Roger Voss,@vossroger,Domaine l'Ancienne Cure 2006 L'Abbaye  (Monbazillac),Bordeaux-style White Blend,Domaine l'Ancienne Cure
50317,France,"Shockingly fresh, this is a crisp and citrus-driven wine that makes few concessions to a softer view of life. That gives very tight acidity and intensely fresh lemon and orange zest flavors. Drink from 2015 to allow the wine to soften.",,83,,Alsace,Crémant d'Alsace,,Roger Voss,@vossroger,Robert Klingenfus NV Chardonnay (Crémant d'Alsace),Chardonnay,Robert Klingenfus
112521,France,"This pale pink rosé offers a reasonably complex array of aromas and flavors, ranging from anise to wet stone, and cracked pepper to wild strawberries. It's medium to full in body, with a finish that resonates of wet stone and spice. Drink now.",,88,13.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Louis Bernard 2014 Rosé (Côtes du Rhône),Rosé,Louis Bernard
67363,France,"Interesting aromas and flavors abound with biscuit, toast, lemon and ginger. The texture is full and mature, but the wine still has very good acidity to support its apple, lime and spice flavors. It has an appealing mix of heavy and light elements, and it finishes long, with apple and mint notes.",La Cuvée Nominée,90,95.0,Champagne,Champagne,,,,Jacquart 1988 La Cuvée Nominée  (Champagne),Champagne Blend,Jacquart
47350,France,"This soft wine has plenty of fruit, comfortably cushioned by a warm texture and a floral character. It is ripe, full bodied and smooth. The strawberry flavor gives the wine a soft aftertaste. Drink now.",Domaine Carambole,85,15.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Ravoire et Fils 2016 Domaine Carambole Rosé (Côtes de Provence),Rosé,Ravoire et Fils
80292,France,"This is the equivalent of a third wine from Château Giscours, a blend that is ready to be drunk young. Young is a relative term in this structured vintage, although it is already possible to see the rich fruitiness that will be in place soon. Drink this still-firm wine with potential from 2017.",Le Haut-Médoc de Giscours,88,,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Châteu Giscours 2011 Le Haut-Médoc de Giscours  (Haut-Médoc),Bordeaux-style Red Blend,Châteu Giscours
74491,France,A smooth and rounded wine that is full of ripe fruits. It has a hint of steely texture and minerality but the white fruit is the immediately attractive aspect of the wine. Drink this wine now.,Domaine de Terres Blanches,89,30.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Saget la Perrière 2015 Domaine de Terres Blanches  (Sancerre),Sauvignon Blanc,Saget la Perrière
113201,France,"While there are tannins, they are not as powerful as the appellation and year would suggest. Instead, there is bright acidity, strawberry flavors and a fresh feel.",Les Cazetiers Premier Cru,88,120.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Latour 2008 Les Cazetiers Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Latour
108722,France,"Made from organically grown grapes, this attractive wine is creamy and fruity, with delicious acidity and a smooth texture. Finely balanced with a touch of toastiness, it's crisp on the finish and drinkable now. The name means “little vines,” a reference to the small quantity produced.",Galipettes Brut,92,35.0,Champagne,Champagne,,Roger Voss,@vossroger,Baron-Fuenté NV Galipettes Brut  (Champagne),Champagne Blend,Baron-Fuenté
62101,France,"Located on high ground to the east of Cahors, this estate was replanted in the 1980s at a high density. Rich, smooth and dense, this shows concentrated ripe plum and juicy blackberry flavors and, above all, firm tannins. Wood aging has smoothed the rough edges.",Château Pech de Jammes,91,25.0,Southwest France,Cahors,,Roger Voss,@vossroger,Georges Vigouroux 2009 Château Pech de Jammes Malbec (Cahors),Malbec,Georges Vigouroux
6691,France,"Clos Saint Landelin is a portion of the Vorbourg Grand Cru vineyard wholly owned by Muré. This rich wine is comfortably excessive, very full of spice and lychee flavors. Medium dry in character with a dry core, it is still young and could age. Drink from 2017.",Clos Saint Landelin Vorbourg Grand Cru,93,45.0,Alsace,Alsace,,Roger Voss,@vossroger,René Muré 2012 Clos Saint Landelin Vorbourg Grand Cru Gewurztraminer (Alsace),Gewürztraminer,René Muré
20508,France,"This ripe, wood-aged wine is generous and smooth. Spice and toastiness are balanced by the apricot and citrus fruits. One gives richness, the other crispness. It is a wine with a future. Drink from 2020.",Les Reversées Premier Cru,90,56.0,Burgundy,Beaune,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2015 Les Reversées Premier Cru  (Beaune),Chardonnay,Jean-Luc and Paul Aegerter
15726,France,"This attractive, juicy wine is full of red fruit. It has strawberry and crisp red currant flavors as well as fine acidity. The result is a wine with good balance, richness, spice and tannins. Drink from 2019.",Cuvée Les Ormeaux,91,18.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Clos Puy Arnaud 2015 Cuvée Les Ormeaux  (Castillon Côtes de Bordeaux),Bordeaux-style Red Blend,Clos Puy Arnaud
80905,France,"Saint-Nicolas-de-Bourgueil is the lighter neighbor to Bourgueil, and this wine offers a fruity, ready-to-drink wine that has gentle tannins to go with the perfumed black cherry fruity and lively acidity. Keep for 2–3 years, but also drink now.",La Mine,90,,Loire Valley,Saint-Nicolas-de-Bourgueil,,Roger Voss,@vossroger,Yannick Amirault 2010 La Mine  (Saint-Nicolas-de-Bourgueil),Cabernet Franc,Yannick Amirault
107895,France,"86-88 Sweet, soft fruit, ripe and attractive, with some spice and fresh tannins. The wine is open, already developing.",Barrel sample,87,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Balestard la Tonnelle 2010 Barrel sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Balestard la Tonnelle
119133,France,"Based in Burgundy, Tramier should know something about Chardonnay. This wine has some structure that tastes of cool vineyards. It is crisp, with refreshing white fruit and green-plum flavors, and is ready to drink.",Romantic,87,12.0,France Other,Vin de France,,Roger Voss,@vossroger,L. Tramier & Fils 2015 Romantic Chardonnay (Vin de France),Chardonnay,L. Tramier & Fils
107792,France,"Delicate and elegant wine, with smoky fruit, ripe but freshened with a tight layer of acidity. It has delicious black currant juice flavors, but the texture remains light and the tannins soft.",Pavillon Rouge de Château Margaux,90,,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Margaux 2006 Pavillon Rouge de Château Margaux  (Margaux),Bordeaux-style Red Blend,Château Margaux
115225,France,"From 70-year-old vines, this cedar-tinged wine reflects its maturation in one-third new oak. Brown sugar, cracked pepper and plum notes mingle easily into a pleasant, silky Cornas that should have broad appeal. Drink now–2025.",Vallon de l'Aigle,91,120.0,Rhône Valley,Cornas,,Joe Czerwinski,@JoeCz,Jean-Luc Colombo 2013 Vallon de l'Aigle  (Cornas),Syrah,Jean-Luc Colombo
103917,France,"A toasty, smoky element to this concentrated wine balances with the rich apricot fruit and the mineral texture. Acidity and a citrus line cut through the generous, full flavors. The aftertaste shows the wine is still young. Wait to drink until 2017.",Vieilles Vignes,91,38.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Rijckaert 2014 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Rijckaert
108027,France,"With attractive wood aromas, this is rich and bright, with touches of butteriness. It has weight and plenty of ripe fruit. The acidity at the end is fresh and crisp.",Les Perrières,89,40.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Domaine Ferret 2012 Les Perrières  (Pouilly-Fuissé),Chardonnay,Domaine Ferret
123938,France,"This is a structured wine that also has great layers of rich black fruits. They give the wine weight and intensity that is lifted by acidity. It is a powerful complex wine, concentrated and ripe. Drink from 2025.",,93,50.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Bouscaut 2014  Pessac-Léognan,Bordeaux-style Red Blend,Château Bouscaut
74638,France,"This is a soft simple wine, full of ripe red fruit. It has a lightly structured edge from the Syrah in the blend while keeping plenty of bright acidity. Drink now.",,84,10.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Virant 2016 Rosé (Côtes de Provence),Rosé,Château Virant
102360,France,This is a crisp juicy wine showing the bright red fruits of the vintage. It still has its tannins intact along with plenty of black-currant acidity and a dry aftertaste that will soften over the next few months. Drink from late 2017.,,87,13.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château de Bordes-Quancard 2014  Bordeaux,Bordeaux-style Red Blend,Château de Bordes-Quancard
112478,France,"Toffee and rich spice give this wine its concentrated flavors. It has intensity rather than weight, soft and smooth with final caramel and light acidity.",Cuvée Ernest Sélection des Grains Nobles,89,,Alsace,Alsace,,Roger Voss,@vossroger,Domaines Schlumberger 2007 Cuvée Ernest Sélection des Grains Nobles Riesling (Alsace),Riesling,Domaines Schlumberger
102800,France,"The wine comes from the Leflaive home village and the blend (from more than 20 parcels) demonstrates the intimate knowledge the family has with its terroir. It has a fine balance between the ripe yellow and white stone fruits and acidity. These are given structure by the wood aging and strong mineral texture. This is still developing and still filling out, so drink from 2018.",,91,80.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Olivier Leflaive 2014  Puligny-Montrachet,Chardonnay,Olivier Leflaive
115011,France,"Grown on dense chalky soil, this concentrated, tight and mineral wine is also rich. Pure acidity and rich apple flavors are cut by a nervy streak and textured with lively spice. This wine is worth aging, so drink from late 2017.",Insolite,93,35.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Franck Millet 2014 Insolite  (Sancerre),Sauvignon Blanc,Domaine Franck Millet
5276,France,"With up-front spiciness, this is an attractive, light and fragrant wine. There is no complexity, just pleasant off-flavors of honey and lychees. Drink now.",Cuvée Saint-Jacques,88,20.0,Alsace,Alsace,,Roger Voss,@vossroger,Frédéric Mallo 2010 Cuvée Saint-Jacques Gewurztraminer (Alsace),Gewürztraminer,Frédéric Mallo
80659,France,"With rich apricot juice, sweet red apples and a dry spiciness, it is complex and has aging potential. A mineral element in the texture emphasizes the dry yet rich nature of the wine. Drink from 2015.",Altenberg de Bergheim Grand Cru Vieilles Vignes,92,62.0,Alsace,Alsace,,Roger Voss,@vossroger,Gustave Lorentz 2010 Altenberg de Bergheim Grand Cru Vieilles Vignes Gewurztraminer (Alsace),Gewürztraminer,Gustave Lorentz
15249,France,"A golden color and a nose of honeyed evolution, reminiscent of fresh field mushrooms and chalk already hint at a vintage wine. The palate surprises with the most gentle, generous and balmy fruit, like an essence of peach, without resorting to any sweetness added by dosage. Its fruity freshness is truly astonishing. This is an evolved, gloriously fresh testament to what Crémant d'Alsace can be. This might work better alongside food than as an apéritif. In any case: let it speak to you and savor the long finish.",Trilogie Dosage Zero,93,40.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Fernand Engel 2010 Trilogie Dosage Zero Sparkling (Crémant d'Alsace),Sparkling Blend,Domaine Fernand Engel
51732,France,"Leaving Bordeaux for the Médoc, this is the first estate along the road. The wine is structured and firm, with some solid tannins as well as generous blackberry fruit. The wood aging and spice balance the blueberry and blackberry fruits. The wine should age well; drink from 2021.",,92,23.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château du Taillan 2015  Haut-Médoc,Bordeaux-style Red Blend,Château du Taillan
16504,France,"This is a young, beautifully fruity wine. Lemon and lime chase ripe yellow fruits and pears that are all lifted by spice and acidity. It is perfumed, rich and concentrated from the old vines. The aftertaste is mineral and tight. Drink from 2020.",Les Vieilles Vignes Fourchaume Premier Cru,93,,Burgundy,Chablis,,Roger Voss,@vossroger,Pascal Bouchard 2015 Les Vieilles Vignes Fourchaume Premier Cru  (Chablis),Chardonnay,Pascal Bouchard
72249,France,"With some bottle age, this nonvintage wine is beautifully integrated. Crispness accompanies a rounder, riper character, with green plum and lemon flavors cut by sliced apple and acidity. The blend brings together the three Champagne grapes in equal measure and reflects that in its well-balanced aftertaste.",Réserve Brut,91,50.0,Champagne,Champagne,,Roger Voss,@vossroger,Pol Roger NV Réserve Brut  (Champagne),Champagne Blend,Pol Roger
